id_area;id_programa;ies;nome_programa;inicio_mestrado;inicio_doutorado;conceito_recomendado;id_instituicao
11;31021018003P0;UNIRIO;TEATRO;1991;2000;5;
11;33003017077P9;UNICAMP;MÃšSICA;2001;2001;5;
11;31001017089P9;UFRJ;ARTES VISUAIS;1985;1999;5;
11;32001010051P4;UFMG;ARTES;1995;2006;5;
11;53001010040P5;UNB;ARTES;1994;;4;
11;33003017059P0;UNICAMP;ARTES;1989;2005;4;
11;33002010114P5;USP;ARTES;1974;1980;4;
11;31001017072P9;UFRJ;MÃšSICA;1980;;4;
11;52001016013P1;UFG;MÃšSICA;1995;;4;
11;32001010058P9;UFMG;MÃšSICA;1999;;4;
11;33004013066P3;UNESP;MÃšSICA;2002;;4;
11;52001016024P3;UFG;CULTURA VISUAL;2003;;4;
11;33004013063P4;UNESP;ARTES;1991;;4;
11;28001010030P9;UFBA;ARTES VISUAIS;1992;;4;
11;41002016005P4;UDESC;TEATRO;2002;;4;
11;28001010054P5;UFBA;DANÃ‡A;2006;;3;
11;33062013001P7;FASM;ARTES VISUAIS;2004;;3;
11;40001016055P2;UFPR;MÃšSICA;2006;;3;
11;24001015044P5;UFPB/J.P.;MÃšSICA;2004;;3;
11;41002016010P8;UDESC;ARTES VISUAIS;2005;;3;
11;31004016039P0;UERJ;ARTES;2005;;3;
11;31003010038P1;UFF;CIÃŠNCIAS DA ARTE;1995;;3;
11;53001010057P5;UNB;MÃšSICA;2004;;3;
11;30001013024P1;UFES;ARTES;2006;;3;
12;31001017036P2;UFRJ;ENGENHARIA QUÍMICA;1963;1970;7;
12;33001014004P9;UFSCAR;CIÃŠNCIA E ENGENHARIA DOS MATERIAIS;1979;1987;7;
12;33003017034P8;UNICAMP;ENGENHARIA QUÍMICA;1980;1989;7;
12;33002010050P7;USP;TECNOLOGIA NUCLEAR;1976;1976;7;
12;42001013016P2;UFRGS;ENGENHARIA DE MINAS, METALÃšRGICA E DE MATERIAIS;1974;1987;7;
12;32001010017P0;UFMG;ENGENHARIA METALÃšRGICA E DE MINAS;1971;1984;6;
12;33001014006P1;UFSCAR;ENGENHARIA QUÍMICA;1982;1990;6;
12;33002010053P6;USP;ENGENHARIA QUÍMICA;1968;1972;6;
12;31001017031P0;UFRJ;ENGENHARIA METALÃšRGICA E DE MATERIAIS;1967;1974;6;
12;31001017008P9;UFRJ;CIÃŠNCIA E TECNOLOGIA DE POLÃMEROS;1977;1977;6;
12;31001017037P9;UFRJ;TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;1976;1989;6;
12;31001017033P3;UFRJ;ENGENHARIA NUCLEAR;1968;1979;6;
12;41001010028P1;UFSC;ENGENHARIA QUÍMICA;1993;1998;6;
12;33002010048P2;USP;ENGENHARIA METALÃšRGICA;1971;1971;6;
12;23001011026P4;UFRN;CIÃŠNCIA E ENGENHARIA DE MATERIAIS;2004;1998;6;
12;31007015006P4;IME;CIÃŠNCIAS DOS MATERIAIS;1971;1977;5;
12;31005012013P8;PUC-RIO;ENGENHARIA METALÃšRGICA;1971;1991;5;
12;42001013058P7;UFRGS;ENGENHARIA QUÍMICA;1995;2004;5;
12;25001019020P1;UFPE;TECNOLOGIAS ENERGÃ‰TICAS NUCLEARES;1977;1997;5;
12;23001011011P7;UFRN;ENGENHARIA QUÍMICA;1988;1998;5;
12;32006012005P4;UFU;ENGENHARIA QUÍMICA;1993;2000;5;
12;31033016005P8;UENF;ENGENHARIA E CIÃŠNCIA  DOS MATERIAIS;1994;1994;5;
12;40004015003P1;UEM;ENGENHARIA QUÍMICA;1990;2000;5;
12;33030014001P9;FAENQUIL;ENGENHARIA DE MATERIAIS;1988;1988;5;
12;41001010031P2;UFSC;CIÃŠNCIA E ENGENHARIA DE MATERIAIS;1994;1994;4;
12;42001013056P4;UFRGS;CIÃŠNCIAS DOS MATERIAIS;2006;1992;4;
12;33050015006P4;USF;ENGENHARIA E CIÃŠNCIA DOS MATERIAIS;2001;;4;
12;32007019007P3;UFOP;ENGENHARIA DE MATERIAIS;1996;2000;4;
12;31003010032P3;UFF;ENGENHARIA METALÃšRGICA;1994;2000;4;
12;33002045017P6;USP/SC;CIÃŠNCIAS E ENGENHARIA DE MATERIAIS;1993;1993;4;
12;42005019025P7;PUC/RS;ENGENHARIA E TECNOLOGIA DE MATERIAIS;2001;2006;4;
12;33030014003P1;FAENQUIL;ENGENHARIA QUÍMICA;2000;;4;
12;40001016036P8;UFPR;PROCESSOS BIOTECNOLÃ“GICOS;2004;1997;4;
12;25001019053P7;UFPE;CIÃŠNCIA DE MATERIAIS;2001;2001;4;
12;22001018034P4;UFC;ENGENHARIA E CIÃŠNCIA DE  MATERIAIS;1999;2007;4;
12;33004099083P9;UNESP/IS;CIÃŠNCIA DOS MATERIAIS;1997;;4;
12;32001010018P7;UFMG;CIÃŠNCIAS TÃ‰CNICAS NUCLEARES;1968;2006;4;
12;32001010044P8;UFMG;ENGENHARIA QUÍMICA;1992;2006;4;
12;24009016004P4;UFCG;ENGENHARIA QUÍMICA;1979;;4;
12;25001019044P8;UFPE;ENGENHARIA QUÍMICA;1994;2005;4;
12;42008018006P1;UCS;MATERIAIS;2004;;4;
12;40001016033P9;UFPR;ENGENHARIA;1996;1997;4;
12;33004056083P7;UNESP/BAU;CIÃŠNCIA E TECNOLOGIA DE MATERIAIS;2004;2004;4;
12;41002016001P9;UDESC;CIÃŠNCIA E ENGENHARIA DE MATERIAIS;1995;;4;
12;22001018035P0;UFC;ENGENHARIA QUÍMICA;2001;;4;
12;32069014001P9;CDTN;CIÃŠNCIA E TECNOLOGIA DAS RADIAÃ‡Ã•ES, MINERAIS E MATERIAIS;2002;;4;
12;24009016014P0;UFCG;CIÃŠNCIA E ENGENHARIA DE MATERIAIS;2003;;4;
12;32003013005P5;UNIFEI;MATERIAIS PARA ENGENHARIA;2001;;4;
12;31004016038P4;UERJ;ENGENHARIA QUÍMICA;2004;;4;
12;28001010021P0;UFBA;ENGENHARIA QUÍMICA;1988;;4;
12;24009016010P4;UFCG;ENGENHARIA DE PROCESSOS;;1999;4;
12;33002010131P7;USP;ENGENHARIA MINERAL;1970;1980;3;
12;26001012022P7;UFAL;ENGENHARIA QUÍMICA;2006;;3;
12;25002015005P9;UNICAP;DESENVOLVIMENTO DE PROCESSOS AMBIENTAIS;2005;;3;
12;33069018001P1;EEM;ENGENHARIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;2005;;3;
12;20003013001P6;CEFET/MA;ENGENHARIA DE MATERIAIS;2005;;3;
12;40015017006P9;UNIOESTE;ENGENHARIA QUÍMICA;2006;;3;
12;27002012001P9;UNIT-SE;ENGENHARIA DE PROCESSOS;2005;;3;
12;31002013014P5;UFRRJ;ENGENHARIA QUÍMICA;2000;;3;
12;40005011002P1;UEPG;ENGENHARIA E CIÃŠNCIA DE MATERIAIS;2001;;3;
12;41004019002P8;UNIVILLE;ENGENHARIA DE PROCESSOS;2006;;3;
12;15001016010P8;UFPA;ENGENHARIA QUÍMICA;1992;;3;
12;31007015007P0;IME;ENGENHARIA NUCLEAR;1969;;3;
12;25001019061P0;UFPE;ENGENHARIA MINERAL;2005;;3;
12;32007019008P0;UFOP;ENGENHARIA MINERAL;1998;;3;
12;24009016008P0;UFCG;ENGENHARIA DE MINAS;1986;;2;
13;33003017022P0;UNICAMP;ENGENHARIA MECÃ‚NICA;1974;1975;7;
13;31001017030P4;UFRJ;ENGENHARIA MECÃ‚NICA;1965;1970;7;
13;31005012012P1;PUC-RIO;ENGENHARIA MECÃ‚NICA;1964;1980;7;
13;41001010006P8;UFSC;ENGENHARIA MECÃ‚NICA;1969;1981;6;
13;33011010008P0;ITA;ENGENHARIA AERONÃ‚UTICA E MECÃ‚NICA;1961;1969;6;
13;31001017035P6;UFRJ;ENGENHARIA DE PRODUÃ‡ÃƒO;1967;1979;6;
13;32006012002P5;UFU;ENGENHARIA MECÃ‚NICA;1985;1994;6;
13;25001019021P8;UFPE;ENGENHARIA DE PRODUÃ‡ÃƒO;1979;2001;5;
13;42001013059P3;UFRGS;ENGENHARIA DE PRODUÃ‡ÃƒO;1994;1999;5;
13;33002045011P8;USP/SC;ENGENHARIA MECÃ‚NICA;1970;1976;5;
13;42001013046P9;UFRGS;ENGENHARIA MECÃ‚NICA;1986;1986;5;
13;33002010052P0;USP;ENGENHARIA (ENGENHARIA DE PRODUÃ‡ÃƒO);1971;1972;5;
13;40001016040P5;UFPR;ENGENHARIA MECÃ‚NICA;2000;2006;5;
13;33002045018P2;USP/SC;ENGENHARIA DE PRODUÃ‡ÃƒO;1996;2002;5;
13;33010013009P6;INPE;ENGENHARIA E TECNOLOGIA ESPACIAIS;1994;1994;5;
13;31001017032P7;UFRJ;ENGENHARIA OCEÃ‚NICA;1967;1989;5;
13;33002010046P0;USP;ENGENHARIA MECÃ‚NICA;1971;1978;4;
13;33001014013P8;UFSCAR;ENGENHARIA DE PRODUÃ‡ÃƒO;1992;1999;4;
13;53001010053P0;UNB;CIÃŠNCIAS MECÃ‚NICAS;2002;2005;4;
13;23001011009P2;UFRN;ENGENHARIA MECÃ‚NICA;1983;2006;4;
13;33004080027P6;UNESP/GUAR;ENGENHARIA MECÃ‚NICA;1983;1983;4;
13;32001010016P4;UFMG;ENGENHARIA MECÃ‚NICA;1972;1998;4;
13;31003010036P9;UFF;ENGENHARIA MECÃ‚NICA;1995;2005;4;
13;40003019005P8;PUC/PR;ENGENHARIA MECÃ‚NICA;1999;2006;4;
13;25001019050P8;UFPE;ENGENHARIA MECÃ‚NICA;1996;2006;4;
13;24001015010P3;UFPB/J.P.;ENGENHARIA MECÃ‚NICA;1975;1995;4;
13;31005012014P4;PUC-RIO;ENGENHARIA DE PRODUÃ‡ÃƒO;1967;1993;4;
13;33007012004P7;UNIMEP;ENGENHARIA DE PRODUÃ‡ÃƒO;1994;2003;4;
13;32003013002P6;UNIFEI;ENGENHARIA MECÃ‚NICA;1968;1996;4;
13;32008015004P0;PUC/MG;ENGENHARIA MECÃ‚NICA;1998;2006;4;
13;31003010019P7;UFF;ENGENHARIA DE PRODUÃ‡ÃƒO;1972;2006;4;
13;33003017076P2;UNICAMP;CIÃŠNCIAS E ENGENHARIA DE PETRÃ“LEO;1999;1999;4;
13;31004016044P4;UERJ;ENGENHARIA MECÃ‚NICA;2006;;4;
13;15001016051P6;UFPA;ENGENHARIA DE RECURSOS NATURAIS DA AMAZÃ”NIA;;2006;4;
13;23001011041P3;UFRN;CIÃŠNCIA E ENGENHARIA DE PETRÃ“LEO;2006;2006;4;
13;53001010052P3;UNB;SISTEMAS MECATRÃ”NICOS;2003;;4;
13;33004099082P2;UNESP/IS;ENGENHARIA MECÃ‚NICA;1997;;4;
13;28001010045P6;UFBA;MECATRÃ”NICA;2003;;4;
13;31005012028P5;PUC-RIO;METROLOGIA;1996;;4;
13;33002010049P9;USP;ENGENHARIA NAVAL E OCEÃ‚NICA;1970;1973;3;
13;33063010003P0;UNIP;ENGENHARIA DE PRODUÃ‡ÃƒO;1997;;3;
13;40006018003P4;UTFPR;ENGENHARIA MECÃ‚NICA E DE MATERIAIS;2000;;3;
13;31033016009P3;UENF;ENGENHARIA DE RESERVATÃ“RIO E DE EXPLORAÃ‡ÃƒO;1995;2006;3;
13;42020018004P1;UNISC;SISTEMAS E PROCESSOS INDUSTRIAIS;2005;;3;
13;40003019010P1;PUC/PR;ENGENHARIA DE PRODUÃ‡ÃƒO E SISTEMAS;2001;;3;
13;32071035001P0;UNILESTE;ENGENHARIA;2005;;3;
13;33004056080P8;UNESP/BAU;ENGENHARIA MECÃ‚NICA;1997;;3;
13;41001010042P4;UFSC;METROLOGIA CIENTÍFICA E INDUSTRIAL;1997;;3;
13;42007011015P4;UNISINOS;ENGENHARIA DE PRODUÃ‡ÃƒO E SISTEMAS;2006;;3;
13;32001010050P8;UFMG;ENGENHARIA DE PRODUÃ‡ÃƒO;1995;;3;
13;32003013004P9;UNIFEI;ENGENHARIA DE ENERGIA;1999;;3;
13;42004012004P3;FURG;ENGENHARIA OCEÃ‚NICA;1995;;3;
13;31022014001P4;CEFET/RJ;TECNOLOGIA;1992;;3;
13;41001010051P3;UFSC;ENGENHARIA DE PRODUÃ‡ÃƒO;2002;2002;3;
13;24001015012P6;UFPB/J.P.;ENGENHARIA DE PRODUÃ‡ÃƒO;1975;;3;
13;31007015005P8;IME;ENGENHARIA MECÃ‚NICA;1973;;3;
13;15001016018P9;UFPA;ENGENHARIA MECÃ‚NICA;1994;;3;
13;33004056086P6;UNESP/BAU;ENGENHARIA DE PRODUÃ‡ÃƒO;2006;;3;
13;42002010004P4;UFSM;ENGENHARIA DE PRODUÃ‡ÃƒO;1974;;3;
13;40006018004P0;UTFPR;ENGENHARIA DE PRODUÃ‡ÃƒO;2004;;3;
13;31033016003P5;UENF;ENGENHARIA DE PRODUÃ‡ÃƒO;1994;;3;
13;22001018050P0;UFC;LOGÍSTICA E PESQ. OPERACIONAL;2006;;3;
13;23001011021P2;UFRN;ENGENHARIA DE PRODUÃ‡ÃƒO;1999;;3;
13;32003013003P2;UNIFEI;ENGENHARIA DE PRODUÃ‡ÃƒO;1994;;3;
13;33051011006P0;UNIVAP;ENGENHARIA MECÃ‚NICA;2003;;2;
13;30001013011P7;UFES;ENGENHARIA MECÃ‚NICA;1996;;2;
14;31001017029P6;UFRJ;ENGENHARIA ELÃ‰TRICA;1966;1973;7;
14;33003017021P3;UNICAMP;ENGENHARIA ELÃ‰TRICA;1972;1972;7;
14;31001017027P3;UFRJ;ENGENHARIA BIOMÃ‰DICA;1971;1982;7;
14;33002045010P1;USP/SC;ENGENHARIA ELÃ‰TRICA;1975;1997;6;
14;24009016003P8;UFCG;ENGENHARIA ELÃ‰TRICA;1970;1979;6;
14;31005012011P5;PUC-RIO;ENGENHARIA ELÃ‰TRICA;1963;1981;6;
14;33002010045P3;USP;ENGENHARIA ELÃ‰TRICA;1968;1970;6;
14;41001010005P1;UFSC;ENGENHARIA ELÃ‰TRICA;1971;1987;6;
14;32001010015P8;UFMG;ENGENHARIA ELÃ‰TRICA;1972;1995;6;
14;42002010003P8;UFSM;ENGENHARIA ELÃ‰TRICA;1974;1999;5;
14;33011010005P0;ITA;ENGENHARIA ELETRÃ”NICA E COMPUTAÃ‡ÃƒO;1961;1969;5;
14;33051011002P5;UNIVAP;ENGENHARIA BIOMÃ‰DICA;1993;2002;5;
14;33004099080P0;UNESP/IS;ENGENHARIA ELÃ‰TRICA;1992;1999;5;
14;42001013066P0;UFRGS;ENGENHARIA ELÃ‰TRICA;1998;2004;5;
14;32003013001P0;UNIFEI;ENGENHARIA ELÃ‰TRICA;1968;1995;5;
14;25001019019P3;UFPE;ENGENHARIA ELÃ‰TRICA;1978;2000;5;
14;33008019006P6;UMC;ENGENHARIA BIOMÃ‰DICA;2000;2005;5;
14;53001010014P4;UNB;ENGENHARIA ELÃ‰TRICA;1979;2000;5;
14;22001018048P5;UFC;ENGENHARIA DE TELEINFORMÁTICA;2005;2005;4;
14;40006018001P1;UTFPR;ENGENHARIA ELÃ‰TRICA E INFORMÃTICA INDUSTRIAL;1988;1999;4;
14;22001018032P1;UFC;ENGENHARIA ELÃ‰TRICA;1999;2006;4;
14;33024014017P6;UPM;ENGENHARIA ELÃ‰TRICA;1999;;4;
14;23001011008P6;UFRN;ENGENHARIA ELÃ‰TRICA;1983;2000;4;
14;20001010005P9;UFMA;ENGENHARIA DE ELETRICIDADE;1995;;4;
14;15001016004P8;UFPA;ENGENHARIA ELÃ‰TRICA;1986;1998;4;
14;33002045006P4;USP/SC;BIOENGENHARIA;1979;;4;
14;42001013078P8;UFRGS;MICROELETRÃ”NICA;2007;2003;4;
14;32005016005P8;UFJF;ENGENHARIA ELÃ‰TRICA;1998;;4;
14;32006012001P9;UFU;ENGENHARIA ELÃ‰TRICA;1985;1994;4;
14;30001013004P0;UFES;ENGENHARIA ELÃ‰TRICA;1991;1997;4;
14;28001010037P3;UFBA;ENGENHARIA ELÃ‰TRICA;1994;;4;
14;42005019015P1;PUC/RS;ENGENHARIA ELÃ‰TRICA;1994;;4;
14;31007015004P1;IME;ENGENHARIA ELÃ‰TRICA;1971;;3;
14;32008015002P8;PUC/MG;ENGENHARIA ELÃ‰TRICA;1996;;3;
14;52001016018P3;UFG;ENGENHARIA ELÃ‰TRICA E DE COMPUTAÃ‡ÃƒO;1998;;3;
14;33027013002P8;FEI;ENGENHARIA ELÃ‰TRICA;2005;;3;
14;41006011008P9;FURB;ENGENHARIA ELÃ‰TRICA;2006;;3;
14;40001016043P4;UFPR;ENGENHARIA ELÃ‰TRICA;2002;;3;
14;31003010054P7;UFF;TELECOMUNICAÃ‡Ã•ES;2001;;3;
14;51001012017P4;UFMS;ENGENHARIA ELÃ‰TRICA;2003;;3;
14;12001015021P1;UFAM;ENGENHARIA ELÃ‰TRICA;2005;;3;
14;32057016001P4;INATEL;ENGENHARIA ELÃ‰TRICA;2001;;3;
14;40002012024P6;UEL;ENGENHARIA ELÃ‰TRICA;2002;;3;
14;31004016043P8;UERJ;ENGENHARIA ELETRÃ”NICA;2006;;3;
15;33073015001P5;FAP;ONCOLOGIA;1997;1997;7;
15;33003017078P5;UNICAMP;FISIOPATOLOGIA MÃ‰DICA;2002;2002;7;
15;33009015016P8;UNIFESP;MEDICINA (NEFROLOGIA);1974;1974;7;
15;28001010012P0;UFBA;MEDICINA;1972;1993;7;
15;31001017048P0;UFRJ;CLÃNICA MÃ‰DICA;1978;1994;6;
15;33002029010P0;USP/RP;MEDICINA (CLÃNICA MÃ‰DICA);1970;1970;6;
15;33009015011P6;UNIFESP;MEDICINA (ENDOCRINOLOGIA CLÍNICA);1973;1973;6;
15;33002010117P4;USP;NEFROLOGIA;1980;1980;6;
15;33002010118P0;USP;PNEUMOLOGIA;;1982;6;
15;42005019014P5;PUC/RS;MEDICINA E CIÃŠNCIAS DA SAÃšDE.;1993;1999;6;
15;31001017044P5;UFRJ;MEDICINA (ENDOCRINOLOGIA);1974;1980;5;
15;22001018047P9;UFC;CIÃŠNCIAS MÃ‰DICAS;;2005;5;
15;33003017023P6;UNICAMP;CIÃŠNCIAS MÃ‰DICAS;1979;1979;5;
15;33002010062P5;USP;ENDOCRINOLOGIA;1977;1977;5;
15;42001013060P1;UFRGS;CIÃŠNCIAS MÃ‰DICAS: ENDOCRINOLOGIA;1996;1996;5;
15;33002010125P7;USP;CARDIOLOGIA;;1975;5;
15;33002010171P9;USP;MEDICINA  (EMERGÃŠNCIAS CLÃNICAS);;1995;5;
15;33003017065P0;UNICAMP;CLÃNICA MÃ‰DICA;1992;1992;5;
15;31004016029P5;UERJ;FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL;1997;2000;5;
15;42001013039P2;UFRGS;MEDICINA: CIÃŠNCIAS MÃ‰DICAS;1985;1985;5;
15;42001013017P9;UFRGS;CIÃŠNCIAS DA SAÃšDE: CARDIOLOGIA E CIÃŠNCIAS CARDIOVASCULARES;1976;1976;5;
15;31061010001P9;INCA;ATENÃ‡ÃƒO EM CANCER;2005;2005;5;
15;33004064020P0;UNESP/BOT;FISIOPATOLOGIA EM CLÃNICA MÃ‰DICA;1981;1981;5;
15;33019010010P1;FCMSCSP;CIÃŠNCIAS DA SAÃšDE;2003;2003;5;
15;33009015012P2;UNIFESP;GASTROENTEROLOGIA;1976;1976;5;
15;33031010001P5;FAMERP;CIÃŠNCIAS DA SAÃšDE;1988;1988;5;
15;33002010154P7;USP;ONCOLOGIA;1987;1987;5;
15;40003019013P0;PUC/PR;CIÃŠNCIAS DA SAÃšDE;2003;2003;5;
15;31010016008P4;FIOCRUZ;PESQUISA CLINICA EM DOENÃ‡AS INFECCIOSAS;2004;2004;5;
15;42015014006P4;FFFCMPA;CIÃŠNCIAS MÃ‰DICAS;2002;;5;
15;42006015004P6;UCPEL;SAÃšDE E COMPORTAMENTO;1999;;5;
15;33002010060P2;USP;MEDICINA (DERMATOLOGIA);1973;1973;5;
15;33002010063P1;USP;GASTROENTEROLOGIA CLÍNICA;1977;1977;5;
15;40001016012P1;UFPR;MEDICINA INTERNA;1977;1996;4;
15;42001013018P5;UFRGS;CIÃŠNCIAS EM GASTROENTEROLOGIA;1972;1998;4;
15;33009015007P9;UNIFESP;MEDICINA (CARDIOLOGIA);1975;1975;4;
15;33009015045P8;UNIFESP;MEDICINA INTERNA E TERAPÃŠUTICA;1996;1996;4;
15;42018013002P8;FUC;CIÃŠNCIAS DA SAÃšDE (CARDIOLOGIA);2002;2002;4;
15;41015010003P2;UNESC;CIÃŠNCIAS DA SAÃšDE;2003;2007;4;
15;31004016036P1;UERJ;CIÃŠNCIAS MÃ‰DICAS;2002;2002;4;
15;33009015020P5;UNIFESP;MEDICINA (PNEUMOLOGIA);1973;1973;4;
15;42001013020P0;UFRGS;MEDICINA (PNEUMOLOGIA);1972;1988;4;
15;33112010001P5;FMABC;CIÃŠNCIAS DA SAÃšDE;1999;;4;
15;50001019009P9;UFMT;CIÃŠNCIAS DA SAÃšDE;2003;;4;
15;27001016009P3;FUFSE;CIÃŠNCIAS DA SAUDE;2002;;4;
15;31001017041P6;UFRJ;MEDICINA (CARDIOLOGIA);1971;1976;4;
15;31003010048P7;UFF;CIÃŠNCIAS MÃ‰DICAS;2002;;4;
15;31003010021P1;UFF;CIÃŠNCIAS CARDIOVASCULARES;1985;;4;
15;28008014002P6;EBMED;MEDICINA INTERNA;2000;2000;4;
15;53001010051P7;UNB;CIENCIAS MEDICAS;2002;2002;3;
15;32001010048P3;UFMG;MEDICINA (GASTROENTEROLOGIA);1994;1994;3;
15;42015014004P1;FFFCMPA;MEDICINA (HEPATOLOGIA);1993;2005;3;
15;32001010065P5;UFMG;CLÃNICA MÃ‰DICA;2002;2002;3;
15;32005016014P7;UFJF;SAÃšDE;2005;2006;3;
15;33009015057P6;UNIFESP;REABILITAÃ‡ÃƒO;2003;2003;3;
15;20001010009P4;UFMA;CIÃŠNCIAS DA SAÃšDE;1999;;3;
15;25004018009P7;FESP/UPE;CIÃŠNCIAS MÃ‰DICAS;2005;;3;
15;33009015052P4;UNIFESP;MEDICINA (DERMATOLOGIA CLÃNICA E CIRÃšRGICA);1980;1980;3;
15;33009015056P0;UNIFESP;CLÃNICA MÃ‰DICA;2003;2003;3;
15;33038015007P8;IAMSPE;CIÃŠNCIAS DA SAÃšDE;2005;;3;
15;31001017043P9;UFRJ;MEDICINA (DERMATOLOGIA);1974;1976;2;
15;32075014001P5;IPSEMG;CIÃŠNCIAS DA SAÃšDE;2003;;2;
15;33009015051P8;UNIFESP;INFORMÃTICA EM SAÃšDE;2003;2003;2;
15;25001019039P4;UFPE;MEDICINA INTERNA;1991;;2;
15;40002012007P4;UEL;MEDICINA E CIÃŠNCIAS DA SAÃšDE;1989;2000;2;
15;32006012008P3;UFU;CIÃŠNCIAS DA SAÃšDE;1996;;2;
15;32058012001P0;SCMBH;CLÃNICA MÃ‰DICA;1999;1999;2;
16;33002029012P3;USP/RP;MEDICINA (NEUROLOGIA);1971;1971;7;
16;33009015030P0;UNIFESP;INFECTOLOGIA;1983;1983;7;
16;42001013050P6;UFRGS;CIÃŠNCIAS MEDICAS: PEDIATRIA;1989;1996;6;
16;33009015017P4;UNIFESP;MEDICINA (NEUROLOGIA);1978;1978;6;
16;32001010023P0;UFMG;INFECTOLOGIA E MEDICINA TROPICAL;1972;1974;6;
16;33009015015P1;UNIFESP;MEDICINA (HEMATOLOGIA);1976;1976;6;
16;32001010019P3;UFMG;PATOLOGIA;1973;1977;6;
16;33002010056P5;USP;PATOLOGIA;;1975;6;
16;33009015033P0;UNIFESP;PSICOBIOLOGIA;1986;1986;6;
16;33002010073P7;USP;PSIQUIATRIA;1974;1979;6;
16;28001010011P4;UFBA;PATOLOGIA HUMANA;1973;1988;6;
16;33002010069P0;USP;NEUROLOGIA;1973;1973;6;
16;31001017049P7;UFRJ;MEDICINA (DOENÃ‡AS INFECCIOSAS E PARASITÃRIAS);1970;1974;5;
16;33002029015P2;USP/RP;SAÃšDE DA CRIANÃ‡A E DO ADOLESCENTE;1971;1971;5;
16;31010016003P2;FIOCRUZ;MEDICINA TROPICAL;1980;1987;5;
16;23001011031P8;UFRN;CIÃŠNCIAS DA SAÃšDE;2001;2005;5;
16;33002010133P0;USP;RADIOLOGIA;;1987;5;
16;33009015041P2;UNIFESP;NUTRIÃ‡ÃƒO;1991;1991;5;
16;32067011001P6;CPqRR;CIÃŠNCIAS DA SAÃšDE;2003;2003;5;
16;33009015019P7;UNIFESP;PEDIATRIA E CIÃŠNCIAS APLICADAS Ã€ PEDIATRIA;1980;1980;5;
16;33002029022P9;USP/RP;FÃSICA APLICADA Ã€ MEDICINA E BIOLOGIA;1986;1995;5;
16;42005019020P5;PUC/RS;MEDICINA PEDIATRIA E SAUDE DA CRIANÃ‡A;1995;2003;5;
16;33004064056P5;UNESP/BOT;PATOLOGIA;1989;1989;5;
16;42001013073P6;UFRGS;CIÃŠNCIAS MÃ‰DICAS: PSIQUIATRIA;2000;2000;5;
16;32001010035P9;UFMG;CIÃŠNCIAS DA SAÃšDE;1987;1994;5;
16;33002010068P3;USP;DOENÃ‡AS INFECCIOSAS E PARASITÃRIAS;1973;1979;5;
16;33009015031P7;UNIFESP;REUMATOLOGIA;1984;1984;5;
16;33002029007P0;USP/RP;PATOLOGIA;1977;1977;5;
16;33009015032P3;UNIFESP;PSIQUIATRIA E PSICOLOGIA MÃ‰DICA;1984;1984;5;
16;33009015029P2;UNIFESP;MEDICINA (RADIOLOGIA CLÍNICA);1982;1982;5;
16;33002029029P3;USP/RP;MEDICINA (SAÃšDE MENTAL);1991;1991;5;
16;25001019028P2;UFPE;NUTRIÃ‡ÃƒO;1971;1991;5;
16;31001017056P3;UFRJ;PSIQUIATRIA, PSICANÃLISE E SAÃšDE MENTAL;1972;1975;5;
16;33002010177P7;USP;CIÃŠNCIAS (FISIOPATOLOGIA EXPERIMENTAL);1996;1996;5;
16;33002010072P0;USP;MEDICINA (PEDIATRIA);1972;1972;5;
16;31001017057P0;UFRJ;MEDICINA (RADIOLOGIA);1972;1985;5;
16;25001019024P7;UFPE;MEDICINA TROPICAL;1973;2000;5;
16;42015014002P9;FFFCMPA;PATOLOGIA;1993;1993;5;
16;52001016003P6;UFG;MEDICINA TROPICAL;1976;2002;5;
16;33002010074P3;USP;MEDICINA (REUMATOLOGIA);1977;1977;5;
16;33003017054P9;UNICAMP;SAÃšDE DA CRIANÃ‡A E DO ADOLESCENTE;1988;1988;4;
16;32012012003P8;UFTM;MEDICINA TROPICAL E INFECTOLOGIA;1998;2000;4;
16;33009015006P2;UNIFESP;PATOLOGIA;1978;1985;4;
16;40001016013P8;UFPR;SAÃšDE DA CRIANÃ‡A E DO ADOLESCENTE;1975;2001;4;
16;52001016034P9;UFG;CIÃŠNCIAS DA SAÃšDE;2006;2006;4;
16;25005014001P2;IMIP;SAÃšDE MATERNO INFANTIL;1993;2006;4;
16;40002012026P9;UEL;PATOLOGIA EXPERIMENTAL;2002;2007;4;
16;53001010015P0;UNB;MEDICINA TROPICAL;1976;1996;4;
16;53001010047P0;UNB;CIÃŠNCIAS DA SAÃšDE;1995;1995;4;
16;25001019026P0;UFPE;SAÃšDE DA CRIANÃ‡A E DO ADOLESCENTE;1973;2006;4;
16;30001013010P0;UFES;DOENÃ‡AS INFECCIOSAS;1996;;4;
16;33002010061P9;USP;ALERGIA E IMUNOPATOLOGIA;1978;1998;4;
16;32012012001P5;UFTM;PATOLOGIA;1987;1993;4;
16;33002010163P6;USP;NUTRIÃ‡ÃƒO HUMANA APLICADA;1991;1991;4;
16;31001017040P0;UFRJ;MEDICINA (ANATOMIA PATOLÃ“GICA);1978;;4;
